,F1_sum_vector_magnitude,F2_orientation_angle,F3_std_magnitude,Situation,window_start_index
12803,555.52,0.36,199.37,Not Fall,1280500
12804,470.29,0.49,43.27,Not Fall,1280600
12805,468.27,0.55,19.03,Not Fall,1280700
12806,470.45,0.57,3.53,Not Fall,1280800
12807,471.09,0.57,2.6,Not Fall,1280900
12808,471.12,0.57,2.48,Not Fall,1281000
12809,471.12,0.57,2.37,Not Fall,1281100
12810,471.65,0.58,2.47,Not Fall,1281200
12811,471.87,0.58,2.03,Not Fall,1281300
12812,471.56,0.58,1.61,Not Fall,1281400
12813,471.75,0.58,1.74,Not Fall,1281500
12814,471.83,0.58,3.27,Not Fall,1281600
12815,443.36,0.59,48.2,Not Fall,1281700
12816,369.48,0.76,112.57,Not Fall,1281800
12817,443.27,0.7,186.2,Not Fall,1281900
12818,496.65,0.6,130.8,Not Fall,1282000
12819,323.42,0.75,173.29,Not Fall,1282100
12820,373.5,0.66,209.85,Not Fall,1282200
12821,512.21,0.63,153.95,Not Fall,1282300
12822,509.9,0.67,195.5,Not Fall,1282400
12823,490.84,0.52,148.71,Not Fall,1282500
12824,452.84,0.3,65.87,Not Fall,1282600
12825,457.04,0.17,37.08,Not Fall,1282700
12826,474.66,0.15,21.94,Not Fall,1282800
12827,482.54,0.15,11.8,Not Fall,1282900
12828,477.79,0.15,5.31,Not Fall,1283000
12829,473.36,0.15,3.82,Not Fall,1283100
12830,470.16,0.14,2.15,Not Fall,1283200
12831,471.93,0.14,3.29,Not Fall,1283300
12832,487.41,0.15,56.21,Not Fall,1283400
12833,465.81,0.17,117.15,Not Fall,1283500
12834,461.56,0.2,134.04,Not Fall,1283600
12835,552.71,0.2,138.75,Not Fall,1283700
12836,507.52,0.21,168.11,Not Fall,1283800
12837,495.41,0.22,169.22,Not Fall,1283900
12838,546.81,0.29,191.75,Not Fall,1284000
12839,644.81,0.52,566.42,Not Fall,1284100
12840,644.95,0.56,585.78,Not Fall,1284200
12841,528.8,0.37,300.88,Not Fall,1284300
12842,557.37,0.27,219.74,Not Fall,1284400
12843,506.38,0.23,172.96,Not Fall,1284500
12844,477.32,0.18,130.29,Not Fall,1284600
12845,533.88,0.18,121.38,Not Fall,1284700
12846,521.85,0.22,141.03,Not Fall,1284800
12847,526.13,0.18,120.75,Not Fall,1284900
12848,564.63,0.18,135.07,Not Fall,1285000
12849,504.84,0.23,164.16,Not Fall,1285100
12850,493.86,0.18,117.04,Not Fall,1285200
12851,530.06,0.18,131.39,Not Fall,1285300
12852,497.42,0.21,147.98,Not Fall,1285400
12853,500.3,0.16,115.46,Not Fall,1285500
12854,522.54,0.15,123.17,Not Fall,1285600
12855,490.47,0.18,123.09,Not Fall,1285700
12856,505.35,0.14,92.56,Not Fall,1285800
12857,521.46,0.11,68.11,Not Fall,1285900
12858,508.04,0.1,68.59,Not Fall,1286000
12859,555.64,0.12,95.69,Not Fall,1286100
12860,538.24,0.21,142.05,Not Fall,1286200
12861,488.76,0.21,119.16,Not Fall,1286300
12862,533.69,0.18,116.02,Not Fall,1286400
12863,512.46,0.23,165.11,Not Fall,1286500
12864,492.2,0.2,136.92,Not Fall,1286600
12865,548.46,0.19,122.85,Not Fall,1286700
12866,516.23,0.23,162.74,Not Fall,1286800
12867,493.63,0.18,121.39,Not Fall,1286900
12868,511.36,0.24,155.21,Not Fall,1287000
12869,612.24,0.51,435.1,Not Fall,1287100
12870,678.24,0.71,554.55,Not Fall,1287200
12871,585.41,0.57,442.6,Not Fall,1287300
12872,559.95,0.35,255.49,Not Fall,1287400
12873,512.88,0.26,182.32,Not Fall,1287500
12874,485.62,0.2,139.06,Not Fall,1287600
12875,572.34,0.21,150.96,Not Fall,1287700
12876,529.64,0.26,194.47,Not Fall,1287800
12877,461.78,0.22,136.42,Not Fall,1287900
12878,534.63,0.18,118.39,Not Fall,1288000
12879,518.44,0.23,155.35,Not Fall,1288100
12880,484.13,0.19,120.18,Not Fall,1288200
12881,538.63,0.1,83.88,Not Fall,1288300
12882,548.38,0.14,105.63,Not Fall,1288400
12883,494.7,0.2,123.92,Not Fall,1288500
12884,490.39,0.17,106.66,Not Fall,1288600
12885,529.32,0.15,109.95,Not Fall,1288700
12886,500.84,0.21,133.31,Not Fall,1288800
12887,517.66,0.18,132.0,Not Fall,1288900
12888,540.47,0.17,137.13,Not Fall,1289000
12889,507.32,0.21,147.15,Not Fall,1289100
12890,513.96,0.17,115.48,Not Fall,1289200
12891,522.54,0.23,133.37,Not Fall,1289300
12892,551.95,0.59,434.45,Not Fall,1289400
12893,696.15,0.69,541.57,Not Fall,1289500
12894,654.51,0.56,445.77,Not Fall,1289600
12895,544.84,0.41,300.79,Not Fall,1289700
12896,510.0,0.27,172.24,Not Fall,1289800
12897,476.31,0.27,164.62,Not Fall,1289900
12898,552.96,0.2,143.74,Not Fall,1290000
12899,556.16,0.2,127.87,Not Fall,1290100
12900,503.3,0.23,136.54,Not Fall,1290200
12901,513.01,0.18,117.94,Not Fall,1290300
12902,532.09,0.17,112.26,Not Fall,1290400
12903,510.86,0.21,128.44,Not Fall,1290500
12904,499.0,0.17,112.04,Not Fall,1290600
12905,501.05,0.15,105.64,Not Fall,1290700
12906,491.83,0.19,137.45,Not Fall,1290800
12907,505.48,0.17,128.04,Not Fall,1290900
12908,550.35,0.18,119.15,Not Fall,1291000
12909,530.62,0.24,164.29,Not Fall,1291100
12910,513.99,0.2,130.97,Not Fall,1291200
12911,520.71,0.21,135.84,Not Fall,1291300
12912,489.53,0.24,168.55,Not Fall,1291400
12913,506.91,0.18,130.77,Not Fall,1291500
12914,507.86,0.26,143.48,Not Fall,1291600
12915,572.79,0.6,425.25,Not Fall,1291700
12916,757.69,0.69,546.84,Not Fall,1291800
12917,653.78,0.71,499.86,Not Fall,1291900
12918,531.28,0.55,333.5,Not Fall,1292000
12919,506.18,0.24,183.95,Not Fall,1292100
12920,482.3,0.21,153.99,Not Fall,1292200
12921,556.16,0.21,145.02,Not Fall,1292300
12922,515.68,0.22,152.21,Not Fall,1292400
12923,492.1,0.22,138.75,Not Fall,1292500
12924,559.4,0.22,148.37,Not Fall,1292600
12925,535.36,0.23,171.42,Not Fall,1292700
12926,491.56,0.22,149.27,Not Fall,1292800
12927,545.72,0.18,135.36,Not Fall,1292900
12928,528.02,0.18,140.86,Not Fall,1293000
12929,509.48,0.16,114.97,Not Fall,1293100
12930,552.03,0.15,114.53,Not Fall,1293200
12931,525.39,0.18,123.68,Not Fall,1293300
12932,501.56,0.16,88.5,Not Fall,1293400
12933,555.02,0.19,136.47,Not Fall,1293500
12934,505.76,0.24,190.47,Not Fall,1293600
12935,481.58,0.21,156.56,Not Fall,1293700
12936,546.65,0.21,118.94,Not Fall,1293800
12937,539.42,0.48,354.04,Not Fall,1293900
12938,687.09,0.6,493.35,Not Fall,1294000
12939,695.3,0.42,418.0,Not Fall,1294100
12940,500.57,0.3,264.49,Not Fall,1294200
12941,482.58,0.26,143.54,Not Fall,1294300
12942,496.19,0.23,139.38,Not Fall,1294400
12943,504.58,0.17,112.91,Not Fall,1294500
12944,530.97,0.23,131.97,Not Fall,1294600
12945,489.79,0.26,184.32,Not Fall,1294700
12946,473.81,0.21,158.26,Not Fall,1294800
12947,552.84,0.19,124.59,Not Fall,1294900
12948,509.05,0.18,149.13,Not Fall,1295000
12949,500.53,0.18,143.79,Not Fall,1295100
12950,575.26,0.19,127.27,Not Fall,1295200
12951,510.58,0.2,130.95,Not Fall,1295300
12952,481.19,0.17,103.77,Not Fall,1295400
12953,510.63,0.08,67.28,Not Fall,1295500
12954,508.75,0.01,3.57,Not Fall,1295600
12955,508.09,0.02,17.45,Not Fall,1295700
12956,535.01,0.09,137.45,Not Fall,1295800
12957,520.59,0.26,353.16,Not Fall,1295900
12958,511.55,0.3,374.03,Not Fall,1296000
12959,526.04,0.19,188.67,Not Fall,1296100
12960,509.73,0.14,22.43,Not Fall,1296200
12961,509.17,0.14,21.18,Not Fall,1296300
12962,520.05,0.42,311.35,Not Fall,1296400
12963,519.33,0.62,449.11,Not Fall,1296500
12964,504.71,0.35,326.18,Not Fall,1296600
12965,513.17,0.12,33.18,Not Fall,1296700
12966,509.71,0.11,19.89,Not Fall,1296800
12967,505.94,0.1,19.46,Not Fall,1296900
12968,507.72,0.1,14.94,Not Fall,1297000
12969,505.01,0.1,13.25,Not Fall,1297100
12970,508.38,0.09,9.11,Not Fall,1297200
12971,507.25,0.08,4.32,Not Fall,1297300
12972,508.42,0.08,2.9,Not Fall,1297400
12973,511.64,0.08,3.05,Not Fall,1297500
12974,511.58,0.08,4.13,Not Fall,1297600
12975,510.72,0.09,4.29,Not Fall,1297700
12976,508.34,0.08,7.46,Not Fall,1297800
12977,506.87,0.07,8.79,Not Fall,1297900
12978,509.43,0.06,2.56,Not Fall,1298000
12979,508.63,0.06,3.04,Not Fall,1298100
12980,507.49,0.06,2.83,Not Fall,1298200
12981,489.39,0.09,60.67,Not Fall,1298300
12982,507.73,0.19,285.48,Not Fall,1298400
12983,544.76,0.29,407.97,Not Fall,1298500
12984,509.49,0.22,300.76,Not Fall,1298600
12985,493.01,0.12,32.16,Not Fall,1298700
12986,508.85,0.11,8.26,Not Fall,1298800
12987,489.92,0.12,49.72,Not Fall,1298900
12988,541.68,0.23,277.85,Not Fall,1299000
12989,560.78,0.35,399.69,Not Fall,1299100
12990,503.51,0.24,295.5,Not Fall,1299200
12991,501.71,0.11,38.29,Not Fall,1299300
12992,506.76,0.11,16.48,Not Fall,1299400
12993,505.56,0.12,10.49,Not Fall,1299500
12994,507.2,0.12,6.49,Not Fall,1299600
12995,513.3,0.11,7.65,Not Fall,1299700
12996,512.01,0.12,8.34,Not Fall,1299800
12997,507.0,0.12,3.33,Not Fall,1299900
12998,507.44,0.12,8.41,Not Fall,1300000
12999,511.89,0.13,64.78,Not Fall,1300100
13000,508.77,0.13,68.21,Not Fall,1300200
13001,501.46,0.07,32.87,Not Fall,1300300
13002,507.21,0.02,11.28,Not Fall,1300400
13003,509.22,0.02,9.51,Not Fall,1300500
13004,505.45,0.02,3.49,Not Fall,1300600
13005,486.7,0.06,45.29,Not Fall,1300700
13006,513.51,0.22,277.5,Not Fall,1300800
13007,552.66,0.4,390.94,Not Fall,1300900
13008,517.03,0.28,284.1,Not Fall,1301000
13009,498.87,0.1,36.97,Not Fall,1301100
13010,506.27,0.09,12.59,Not Fall,1301200
13011,504.88,0.09,6.52,Not Fall,1301300
13012,502.27,0.14,46.14,Not Fall,1301400
13013,547.51,0.2,207.95,Not Fall,1301500
13014,532.55,0.38,356.31,Not Fall,1301600
13015,478.67,0.35,292.48,Not Fall,1301700
13016,500.2,0.14,49.95,Not Fall,1301800
13017,508.76,0.13,7.64,Not Fall,1301900
13018,507.65,0.13,6.1,Not Fall,1302000
13019,506.62,0.12,3.9,Not Fall,1302100
13020,507.23,0.12,3.81,Not Fall,1302200
13021,508.28,0.12,2.74,Not Fall,1302300
13022,508.08,0.12,2.13,Not Fall,1302400
13023,507.51,0.12,2.24,Not Fall,1302500
13024,507.84,0.11,8.31,Not Fall,1302600
13025,507.57,0.09,12.27,Not Fall,1302700
13026,507.73,0.07,3.57,Not Fall,1302800
13027,507.26,0.07,3.7,Not Fall,1302900
13028,505.31,0.07,4.56,Not Fall,1303000
13029,477.16,0.1,48.92,Not Fall,1303100
13030,479.33,0.19,246.01,Not Fall,1303200
13031,541.19,0.22,310.35,Not Fall,1303300
13032,533.95,0.15,200.46,Not Fall,1303400
13033,505.94,0.12,35.68,Not Fall,1303500
13034,513.08,0.11,11.52,Not Fall,1303600
13035,509.11,0.1,5.01,Not Fall,1303700
13036,497.3,0.13,56.39,Not Fall,1303800
13037,496.05,0.5,334.65,Not Fall,1303900
13038,551.23,0.61,417.21,Not Fall,1304000
13039,551.22,0.25,254.05,Not Fall,1304100
13040,514.92,0.13,26.79,Not Fall,1304200
13041,507.64,0.12,21.25,Not Fall,1304300
13042,498.89,0.1,11.26,Not Fall,1304400
13043,506.51,0.09,3.49,Not Fall,1304500
13044,506.9,0.1,2.49,Not Fall,1304600
13045,507.87,0.1,4.25,Not Fall,1304700
13046,509.26,0.1,4.48,Not Fall,1304800
13047,508.36,0.1,3.48,Not Fall,1304900
13048,507.82,0.1,9.43,Not Fall,1305000
13049,507.19,0.07,17.93,Not Fall,1305100
13050,506.01,0.05,9.02,Not Fall,1305200
13051,506.55,0.06,6.62,Not Fall,1305300
13052,506.71,0.08,3.91,Not Fall,1305400
13053,505.25,0.08,5.75,Not Fall,1305500
13054,489.5,0.12,74.49,Not Fall,1305600
13055,495.91,0.28,274.71,Not Fall,1305700
13056,559.74,0.33,370.73,Not Fall,1305800
13057,539.35,0.2,265.59,Not Fall,1305900
13058,504.76,0.14,53.31,Not Fall,1306000
13059,512.47,0.19,86.86,Not Fall,1306100
13060,474.75,0.6,351.86,Not Fall,1306200
13061,552.23,0.58,426.66,Not Fall,1306300
13062,568.64,0.15,244.12,Not Fall,1306400
13063,508.31,0.12,32.09,Not Fall,1306500
13064,516.07,0.14,14.0,Not Fall,1306600
13065,504.84,0.15,4.29,Not Fall,1306700
13066,503.84,0.16,2.67,Not Fall,1306800
13067,504.56,0.16,4.05,Not Fall,1306900
13068,505.43,0.17,6.55,Not Fall,1307000
13069,504.33,0.16,6.81,Not Fall,1307100
13070,506.69,0.16,7.23,Not Fall,1307200
13071,506.57,0.17,6.0,Not Fall,1307300
13072,510.69,0.15,32.13,Not Fall,1307400
13073,531.79,0.11,62.74,Not Fall,1307500
13074,555.08,0.15,94.13,Not Fall,1307600
13075,478.95,0.24,159.47,Not Fall,1307700
13076,485.99,0.27,181.91,Not Fall,1307800
13077,543.84,0.27,204.37,Not Fall,1307900
13078,535.67,0.26,211.45,Not Fall,1308000
13079,563.83,0.24,179.64,Not Fall,1308100
13080,480.88,0.29,214.04,Not Fall,1308200
13081,510.63,0.26,217.1,Not Fall,1308300
13082,532.74,0.21,192.26,Not Fall,1308400
13083,476.09,0.24,169.41,Not Fall,1308500
13084,508.89,0.24,190.33,Not Fall,1308600
13085,536.39,0.21,192.0,Not Fall,1308700
13086,604.58,0.2,161.88,Not Fall,1308800
13087,555.36,0.24,203.62,Not Fall,1308900
13088,531.86,0.25,178.32,Not Fall,1309000
13089,514.98,0.28,199.01,Not Fall,1309100
13090,510.8,0.28,197.0,Not Fall,1309200
13091,527.67,0.27,213.81,Not Fall,1309300
13092,511.2,0.3,220.76,Not Fall,1309400
13093,563.79,0.23,177.03,Not Fall,1309500
13094,531.94,0.25,210.23,Not Fall,1309600
13095,548.27,0.26,207.12,Not Fall,1309700
13096,514.29,0.25,196.13,Not Fall,1309800
13097,495.79,0.25,173.24,Not Fall,1309900
13098,524.59,0.24,186.98,Not Fall,1310000
13099,521.03,0.26,197.27,Not Fall,1310100
13100,569.2,0.24,175.32,Not Fall,1310200
13101,570.86,0.24,201.71,Not Fall,1310300
13102,632.64,0.22,196.79,Not Fall,1310400
13103,618.25,0.2,178.69,Not Fall,1310500
13104,604.32,0.21,169.5,Not Fall,1310600
13105,595.08,0.26,219.24,Not Fall,1310700
13106,560.65,0.27,211.48,Not Fall,1310800
13107,591.49,0.21,171.52,Not Fall,1310900
13108,550.24,0.25,199.99,Not Fall,1311000
13109,564.89,0.26,192.53,Not Fall,1311100
13110,513.53,0.26,201.94,Not Fall,1311200
13111,492.72,0.26,183.46,Not Fall,1311300
13112,517.09,0.25,194.08,Not Fall,1311400
13113,522.72,0.26,202.72,Not Fall,1311500
13114,557.35,0.24,188.44,Not Fall,1311600
13115,524.45,0.27,209.57,Not Fall,1311700
13116,553.86,0.26,198.83,Not Fall,1311800
13117,517.98,0.24,193.65,Not Fall,1311900
13118,509.93,0.22,169.85,Not Fall,1312000
13119,518.52,0.25,190.57,Not Fall,1312100
13120,508.49,0.27,194.27,Not Fall,1312200
13121,550.99,0.23,191.75,Not Fall,1312300
13122,536.08,0.26,214.77,Not Fall,1312400
13123,554.11,0.25,187.39,Not Fall,1312500
13124,506.29,0.25,192.62,Not Fall,1312600
13125,521.41,0.23,190.25,Not Fall,1312700
13126,523.5,0.24,196.49,Not Fall,1312800
13127,506.5,0.28,192.18,Not Fall,1312900
13128,522.38,0.32,230.01,Not Fall,1313000
13129,530.14,0.32,231.71,Not Fall,1313100
13130,562.59,0.25,202.49,Not Fall,1313200
13131,535.73,0.28,217.03,Not Fall,1313300
13132,565.72,0.25,187.08,Not Fall,1313400
13133,514.39,0.27,211.88,Not Fall,1313500
13134,516.94,0.28,222.48,Not Fall,1313600
13135,516.83,0.27,212.93,Not Fall,1313700
13136,510.37,0.27,195.96,Not Fall,1313800
13137,530.9,0.29,221.62,Not Fall,1313900
13138,532.25,0.29,223.2,Not Fall,1314000
13139,572.5,0.24,197.27,Not Fall,1314100
13140,529.81,0.3,220.8,Not Fall,1314200
13141,549.08,0.27,200.62,Not Fall,1314300
13142,509.12,0.3,213.75,Not Fall,1314400
13143,509.57,0.29,203.44,Not Fall,1314500
13144,520.99,0.28,201.46,Not Fall,1314600
13145,512.92,0.3,202.78,Not Fall,1314700
13146,544.31,0.27,203.99,Not Fall,1314800
13147,516.61,0.29,207.3,Not Fall,1314900
13148,553.44,0.24,183.5,Not Fall,1315000
13149,536.19,0.28,212.77,Not Fall,1315100
13150,553.95,0.28,209.42,Not Fall,1315200
13151,536.94,0.26,195.13,Not Fall,1315300
13152,519.52,0.25,176.05,Not Fall,1315400
13153,537.31,0.25,194.53,Not Fall,1315500
13154,544.53,0.26,201.93,Not Fall,1315600
13155,600.74,0.22,171.4,Not Fall,1315700
13156,596.57,0.23,193.59,Not Fall,1315800
13157,663.52,0.2,184.88,Not Fall,1315900
13158,628.82,0.21,189.05,Not Fall,1316000
13159,564.43,0.23,158.57,Not Fall,1316100
13160,547.54,0.23,189.77,Not Fall,1316200
13161,535.74,0.24,189.63,Not Fall,1316300
13162,587.15,0.19,141.78,Not Fall,1316400
13163,514.52,0.23,172.3,Not Fall,1316500
13164,500.46,0.22,150.68,Not Fall,1316600
13165,523.99,0.21,168.2,Not Fall,1316700
13166,495.38,0.24,172.61,Not Fall,1316800
13167,549.41,0.21,150.07,Not Fall,1316900
13168,497.34,0.23,181.41,Not Fall,1317000
13169,480.58,0.24,163.21,Not Fall,1317100
13170,556.29,0.22,170.12,Not Fall,1317200
13171,533.3,0.23,179.55,Not Fall,1317300
13172,558.04,0.2,145.6,Not Fall,1317400
13173,516.23,0.21,160.81,Not Fall,1317500
13174,492.41,0.23,146.29,Not Fall,1317600
13175,561.01,0.2,139.19,Not Fall,1317700
13176,513.97,0.22,163.21,Not Fall,1317800
13177,508.78,0.21,140.6,Not Fall,1317900
13178,521.22,0.22,166.6,Not Fall,1318000
13179,516.15,0.24,179.55,Not Fall,1318100
13180,568.09,0.2,143.66,Not Fall,1318200
13181,498.45,0.21,160.95,Not Fall,1318300
13182,483.94,0.21,140.21,Not Fall,1318400
13183,550.24,0.19,158.16,Not Fall,1318500
13184,525.85,0.22,175.65,Not Fall,1318600
13185,561.83,0.19,150.95,Not Fall,1318700
13186,506.71,0.22,183.05,Not Fall,1318800
13187,477.57,0.24,161.76,Not Fall,1318900
13188,535.98,0.21,158.95,Not Fall,1319000
13189,516.58,0.22,172.08,Not Fall,1319100
13190,561.05,0.2,155.21,Not Fall,1319200
13191,498.46,0.25,189.26,Not Fall,1319300
13192,477.16,0.27,173.7,Not Fall,1319400
13193,544.91,0.24,182.28,Not Fall,1319500
13194,528.0,0.26,196.34,Not Fall,1319600
13195,563.14,0.23,166.8,Not Fall,1319700
13196,511.31,0.24,185.57,Not Fall,1319800
13197,514.27,0.24,176.37,Not Fall,1319900
13198,537.16,0.24,185.96,Not Fall,1320000
13199,517.73,0.25,184.54,Not Fall,1320100
13200,567.69,0.21,159.09,Not Fall,1320200
13201,507.25,0.25,186.67,Not Fall,1320300
13202,516.42,0.23,169.13,Not Fall,1320400
13203,515.81,0.23,178.59,Not Fall,1320500
13204,509.86,0.25,177.56,Not Fall,1320600
13205,575.85,0.21,159.8,Not Fall,1320700
13206,523.51,0.23,183.17,Not Fall,1320800
13207,545.21,0.21,173.97,Not Fall,1320900
13208,512.76,0.22,188.18,Not Fall,1321000
13209,471.81,0.24,158.93,Not Fall,1321100
13210,524.68,0.23,174.98,Not Fall,1321200
13211,519.26,0.24,195.16,Not Fall,1321300
13212,563.01,0.22,163.79,Not Fall,1321400
13213,515.79,0.24,182.57,Not Fall,1321500
13214,498.05,0.23,164.98,Not Fall,1321600
13215,515.06,0.24,183.03,Not Fall,1321700
13216,514.48,0.26,191.28,Not Fall,1321800
13217,574.78,0.22,156.25,Not Fall,1321900
13218,522.99,0.23,183.16,Not Fall,1322000
13219,530.03,0.22,167.1,Not Fall,1322100
13220,516.98,0.23,181.61,Not Fall,1322200
13221,494.6,0.26,176.67,Not Fall,1322300
13222,551.57,0.22,167.91,Not Fall,1322400
13223,513.19,0.24,194.59,Not Fall,1322500
13224,544.09,0.23,181.19,Not Fall,1322600
13225,512.38,0.22,182.5,Not Fall,1322700
13226,494.89,0.23,165.73,Not Fall,1322800
13227,558.02,0.21,165.59,Not Fall,1322900
13228,530.13,0.25,191.66,Not Fall,1323000
13229,562.13,0.23,174.51,Not Fall,1323100
13230,513.33,0.23,178.23,Not Fall,1323200
13231,492.09,0.24,160.73,Not Fall,1323300
13232,543.86,0.21,162.23,Not Fall,1323400
13233,517.77,0.21,166.8,Not Fall,1323500
13234,580.42,0.18,160.19,Not Fall,1323600
13235,619.65,0.15,136.22,Not Fall,1323700
13236,636.68,0.17,139.89,Not Fall,1323800
13237,636.42,0.2,178.43,Not Fall,1323900
13238,575.55,0.21,181.35,Not Fall,1324000
13239,591.24,0.21,158.48,Not Fall,1324100
13240,527.03,0.21,176.02,Not Fall,1324200
13241,506.92,0.21,157.05,Not Fall,1324300
13242,535.38,0.27,199.8,Not Fall,1324400
13243,519.26,0.3,210.64,Not Fall,1324500
13244,576.98,0.23,170.26,Not Fall,1324600
13245,515.2,0.24,193.29,Not Fall,1324700
13246,492.09,0.24,162.47,Not Fall,1324800
13247,538.33,0.26,187.19,Not Fall,1324900
13248,520.3,0.28,193.41,Not Fall,1325000
13249,554.09,0.2,148.84,Not Fall,1325100
13250,508.92,0.22,177.87,Not Fall,1325200
13251,505.58,0.2,155.3,Not Fall,1325300
13252,535.33,0.2,160.76,Not Fall,1325400
13253,519.75,0.24,174.44,Not Fall,1325500
13254,552.62,0.21,160.4,Not Fall,1325600
13255,490.65,0.27,204.68,Not Fall,1325700
13256,505.14,0.26,198.13,Not Fall,1325800
13257,525.24,0.24,181.62,Not Fall,1325900
13258,531.45,0.26,191.08,Not Fall,1326000
13259,582.02,0.24,173.47,Not Fall,1326100
13260,520.56,0.27,199.16,Not Fall,1326200
13261,535.38,0.25,185.89,Not Fall,1326300
13262,505.7,0.27,197.75,Not Fall,1326400
13263,504.27,0.28,194.46,Not Fall,1326500
13264,563.92,0.21,175.76,Not Fall,1326600
13265,524.25,0.25,198.12,Not Fall,1326700
13266,549.72,0.23,182.6,Not Fall,1326800
13267,503.2,0.26,196.19,Not Fall,1326900
13268,494.99,0.28,187.99,Not Fall,1327000
13269,553.6,0.24,186.33,Not Fall,1327100
13270,527.9,0.25,199.7,Not Fall,1327200
13271,558.22,0.23,175.32,Not Fall,1327300
13272,495.89,0.22,181.54,Not Fall,1327400
13273,457.51,0.15,116.67,Not Fall,1327500
13274,524.66,0.08,38.61,Not Fall,1327600
13275,504.57,0.19,149.56,Not Fall,1327700
13276,517.19,0.29,208.34,Not Fall,1327800
13277,555.07,0.31,240.2,Not Fall,1327900
13278,550.75,0.36,267.67,Not Fall,1328000
13279,555.7,0.36,262.44,Not Fall,1328100
13280,545.57,0.38,274.22,Not Fall,1328200
13281,564.99,0.33,256.98,Not Fall,1328300
13282,542.27,0.36,263.74,Not Fall,1328400
13283,549.02,0.37,272.42,Not Fall,1328500
13284,513.02,0.36,276.64,Not Fall,1328600
13285,512.83,0.36,267.31,Not Fall,1328700
13286,527.18,0.37,263.36,Not Fall,1328800
13287,532.95,0.36,264.41,Not Fall,1328900
13288,553.34,0.27,222.58,Not Fall,1329000
13289,593.74,0.24,229.69,Not Fall,1329100
13290,697.89,0.21,210.1,Not Fall,1329200
13291,709.02,0.22,202.73,Not Fall,1329300
13292,599.85,0.28,252.74,Not Fall,1329400
13293,522.06,0.3,222.46,Not Fall,1329500
13294,518.99,0.32,237.13,Not Fall,1329600
13295,527.54,0.33,251.99,Not Fall,1329700
13296,539.38,0.36,269.58,Not Fall,1329800
13297,529.38,0.36,255.39,Not Fall,1329900
13298,533.0,0.36,260.04,Not Fall,1330000
13299,536.91,0.36,261.46,Not Fall,1330100
13300,539.98,0.34,258.28,Not Fall,1330200
13301,536.14,0.35,264.17,Not Fall,1330300
13302,544.04,0.31,242.46,Not Fall,1330400
13303,543.67,0.32,249.42,Not Fall,1330500
13304,540.96,0.31,242.7,Not Fall,1330600
13305,534.16,0.33,251.8,Not Fall,1330700
13306,548.66,0.32,256.12,Not Fall,1330800
13307,550.42,0.35,265.36,Not Fall,1330900
13308,554.51,0.35,259.52,Not Fall,1331000
13309,540.06,0.38,274.95,Not Fall,1331100
13310,550.01,0.36,282.33,Not Fall,1331200
13311,548.11,0.31,259.2,Not Fall,1331300
13312,533.21,0.35,255.75,Not Fall,1331400
13313,540.15,0.38,269.79,Not Fall,1331500
13314,550.24,0.33,249.35,Not Fall,1331600
13315,534.56,0.32,244.33,Not Fall,1331700
13316,545.66,0.32,240.66,Not Fall,1331800
13317,544.22,0.36,262.96,Not Fall,1331900
13318,553.75,0.35,263.71,Not Fall,1332000
13319,545.55,0.35,262.73,Not Fall,1332100
13320,536.53,0.35,259.09,Not Fall,1332200
13321,529.79,0.37,258.24,Not Fall,1332300
13322,547.48,0.37,266.64,Not Fall,1332400
13323,544.86,0.32,248.46,Not Fall,1332500
13324,538.64,0.32,247.74,Not Fall,1332600
13325,526.27,0.34,254.83,Not Fall,1332700
13326,530.54,0.34,254.14,Not Fall,1332800
13327,529.04,0.33,251.47,Not Fall,1332900
13328,522.09,0.33,250.66,Not Fall,1333000
13329,516.23,0.37,258.75,Not Fall,1333100
13330,530.37,0.36,258.56,Not Fall,1333200
13331,532.23,0.32,244.07,Not Fall,1333300
13332,533.95,0.31,239.43,Not Fall,1333400
13333,536.3,0.36,253.92,Not Fall,1333500
13334,516.92,0.34,239.89,Not Fall,1333600
13335,553.69,0.28,215.63,Not Fall,1333700
13336,563.36,0.27,216.08,Not Fall,1333800
13337,537.67,0.3,242.01,Not Fall,1333900
13338,514.49,0.33,239.53,Not Fall,1334000
13339,529.34,0.3,227.63,Not Fall,1334100
13340,529.98,0.31,232.69,Not Fall,1334200
13341,540.39,0.31,244.17,Not Fall,1334300
13342,578.71,0.29,247.11,Not Fall,1334400
13343,639.54,0.27,227.84,Not Fall,1334500
13344,680.66,0.27,240.79,Not Fall,1334600
13345,641.15,0.29,267.71,Not Fall,1334700
13346,600.04,0.29,254.42,Not Fall,1334800
13347,585.51,0.3,259.3,Not Fall,1334900
13348,560.96,0.32,258.42,Not Fall,1335000
13349,555.43,0.37,272.75,Not Fall,1335100
13350,544.9,0.4,288.13,Not Fall,1335200
13351,540.87,0.33,255.44,Not Fall,1335300
13352,529.71,0.34,253.83,Not Fall,1335400
13353,551.81,0.35,265.51,Not Fall,1335500
13354,540.06,0.36,278.81,Not Fall,1335600
13355,529.73,0.36,271.29,Not Fall,1335700
13356,538.74,0.37,271.59,Not Fall,1335800
13357,526.75,0.4,283.7,Not Fall,1335900
13358,533.88,0.38,274.61,Not Fall,1336000
13359,526.81,0.39,279.98,Not Fall,1336100
13360,534.28,0.37,267.79,Not Fall,1336200
